,0,1,2,3,4,5,6,7,8,9,10,11
0,2.5880109096368433,2.5880109096368433,0.09620225222827229,0.09620225222827229,3.2687436013223525,3.2687436013223525,4.808082398526513,4.808082398526513,3.019549732040196,3.019549732040196,3.6021053885802394,3.6021053885802394
1,1.76941512397778,1.76941512397778,0.7581707899740107,0.7581707899740107,4.0778082644444495,4.0778082644444495,1.6708938932928272,1.6708938932928272,1.6619171865839715,1.6619171865839715,5.182488508880393,5.182488508880393
2,1.747628109224613,1.747628109224613,0.6243675064408231,0.6243675064408231,3.7505602379946956,3.7505602379946956,2.072482623177484,2.072482623177484,1.738460263038881,1.738460263038881,4.664872000089466,4.664872000089466
3,1.7993443497251616,1.7993443497251616,0.3539040153002117,0.3539040153002117,3.217193822891678,3.217193822891678,2.851927671759714,2.851927671759714,1.9628456280059614,1.9628456280059614,3.8186145013081547,3.8186145013081547
4,1.7069262306533046,1.7069262306533046,0.32158362881098285,0.32158362881098285,3.017844018236075,3.017844018236075,3.216605331696872,3.216605331696872,1.969687688857496,1.969687688857496,3.463500947627887,3.463500947627887
5,1.3306390617933122,1.3306390617933122,0.721237003616148,0.721237003616148,3.4051987598062867,3.4051987598062867,1.1361715684249967,1.1361715684249967,1.2126848240644124,1.2126848240644124,4.357193651874614,4.357193651874614
6,1.0622945982845353,1.0622945982845353,1.078708666741948,1.078708666741948,3.852330945830845,3.852330945830845,0.13670997711188265,0.13670997711188265,0.709617008544723,0.709617008544723,5.158224546312269,5.158224546312269
7,0.6886921774116865,0.6886921774116865,1.602903771103539,1.602903771103539,4.51731503941283,4.51731503941283,2.5145136871182845,2.5145136871182845,0.11685455436229858,0.11685455436229858,6.476234989878773,6.476234989878773
8,6.107472351104739,6.107472351104739,3.6845678308451943,3.6845678308451943,0.03964526054366543,0.03964526054366543,1.4679360782697402,1.4679360782697402,4.745555027247768,4.745555027247768,1.5631720376209735,1.5631720376209735
9,11.427982072419542,11.427982072419542,8.868388780490912,8.868388780490912,4.502837087210405,4.502837087210405,0.5176568553814613,0.5176568553814613,9.719397592565334,9.719397592565334,3.457346816157595,3.457346816157595
10,17.368129398542923,17.368129398542923,14.552874251539224,14.552874251539224,9.243692258421078,9.243692258421078,2.2955416933891413,2.2955416933891413,15.170170920660523,15.170170920660523,8.660842966066516,8.660842966066516
11,12.666155575385304,12.666155575385304,9.822725197354206,9.822725197354206,4.969341565295684,4.969341565295684,1.8268968622779662,1.8268968622779662,10.273251631646525,10.273251631646525,3.2550866729171304,3.2550866729171304
12,17.035346661742015,17.035346661742015,14.078991113228106,14.078991113228106,8.63454537796002,8.63454537796002,1.5076258724280978,1.5076258724280978,14.084624674778604,14.084624674778604,7.077927904730961,7.077927904730961
13,16.857590442106606,16.857590442106606,13.87143715371369,13.87143715371369,8.405528561088099,8.405528561088099,2.1083135454478414,2.1083135454478414,13.805324834722061,13.805324834722061,6.6834442100680205,6.6834442100680205
14,12.275222737862679,12.275222737862679,9.307506387532554,9.307506387532554,4.343406296866021,4.343406296866021,4.636329902379,4.636329902379,9.344626183101973,9.344626183101973,1.8920097883499107,1.8920097883499107
15,9.944075775146596,9.944075775146596,7.005816510531079,7.005816510531079,2.3228368388818765,2.3228368388818765,5.152783161421067,5.152783161421067,7.236962591874752,7.236962591874752,0.3130728817047656,0.3130728817047656
16,10.787345167749004,10.787345167749004,7.746626401464268,7.746626401464268,2.8487420739128333,2.8487420739128333,6.031971933346015,6.031971933346015,7.76935389844665,7.76935389844665,0.015027180208512224,0.015027180208512224
17,10.943093026758556,10.943093026758556,7.250129016656586,7.250129016656586,1.5283785900487574,1.5283785900487574,6.013790078366423,6.013790078366423,7.854254633032022,7.854254633032022,1.7272872127981411,1.7272872127981411
